Customer,y,m,rentFees,d,lateFees
t0009896,2020,3,150,NA,NA
t0009896,2020,4,150,NA,NA
t0009896,2020,5,150,NA,NA
t0009896,2020,6,150,NA,NA
t0009896,2020,7,150,NA,NA
t0009896,2020,8,150,NA,NA
t0009896,2020,9,150,NA,NA
t0009896,2020,10,150,NA,NA
t0009896,2020,11,150,NA,NA
t0009896,2020,12,150,NA,NA
t0009896,2021,1,150,NA,NA
t0009896,2021,1,1200,NA,NA
t0009896,2021,1,18,NA,NA
t0009896,2021,2,18,NA,NA
t0009896,2021,2,150,NA,NA
t0009896,2021,2,390.13,NA,NA
t0009905,2017,1,122,NA,NA
t0009905,2017,2,122,NA,NA
t0009905,2017,3,122,NA,NA
t0009905,2017,4,122,NA,NA
t0009905,2017,5,122,NA,NA
t0009905,2017,6,303,NA,NA
t0009905,2017,7,303,NA,NA
t0009905,2017,8,303,NA,NA
t0009905,2017,9,303,NA,NA
t0009905,2017,10,303,NA,NA
t0009905,2017,11,303,NA,NA
t0009905,2017,12,303,NA,NA
t0009905,2018,1,303,NA,NA
t0009905,2018,2,303,NA,NA
t0009905,2018,3,303,NA,NA
t0009905,2018,4,303,NA,NA
t0009905,2018,5,303,NA,NA
t0009905,2018,6,303,NA,NA
t0009905,2018,7,303,NA,NA
t0009905,2018,8,303,NA,NA
t0009905,2018,9,303,NA,NA
t0009905,2018,10,303,NA,NA
t0009905,2018,6,389,NA,NA
t0009905,2018,7,389,NA,NA
t0009905,2018,8,389,NA,NA
t0009905,2018,9,389,NA,NA
t0009905,2018,10,389,NA,NA
t0009905,2018,11,389,NA,NA
t0009905,2018,12,389,NA,NA
t0009905,2019,1,389,11,25
t0009905,2019,2,389,11,25
t0009905,2019,3,389,11,25
t0009905,2019,4,389,NA,NA
t0009905,2019,5,389,NA,NA
t0009905,2019,6,389,11,25
t0009905,2019,7,389,11,25
t0009905,2019,8,389,11,25
t0009905,2019,9,389,NA,NA
t0009905,2019,10,677,11,25
t0009905,2019,11,677,11,25
t0009905,2019,12,677,11,25
t0009905,2020,1,677,11,25
t0009905,2020,2,677,11,25
t0009905,2020,3,677,NA,NA
t0009905,2020,4,677,NA,NA
t0009905,2020,5,677,NA,NA
t0009905,2020,6,677,NA,NA
t0009905,2020,7,677,NA,NA
t0009905,2020,8,677,NA,NA
t0009905,2020,9,677,NA,NA
t0009905,2020,10,677,NA,NA
t0009905,2020,11,677,NA,NA
t0009905,2020,12,677,NA,NA
t0009905,2021,1,677,NA,NA
t0009905,2021,2,677,NA,NA
t0009906,2019,10,326,NA,NA
t0009906,2019,11,326,11,25
t0009906,2019,12,326,11,25
t0009906,2020,1,326,11,25
t0009906,2020,2,326,11,25
t0009906,2020,3,326,11,25
t0009906,2020,4,326,NA,NA
t0009906,2020,5,326,NA,NA
t0009906,2020,6,326,NA,NA
t0009906,2020,7,326,NA,NA
t0009906,2020,8,326,NA,NA
t0009906,2020,9,326,NA,NA
t0009906,2020,10,326,NA,NA
t0009906,2020,11,326,NA,NA
t0009906,2020,12,326,NA,NA
t0009906,2021,1,326,NA,NA
t0009906,2021,2,326,NA,NA
t0009907,2018,6,63,NA,NA
t0009907,2018,7,63,NA,NA
t0009907,2018,8,63,NA,NA
t0009907,2018,9,63,NA,NA
t0009907,2018,10,63,NA,NA
t0009907,2018,11,63,NA,NA
t0009907,2018,12,63,NA,NA
t0009907,2019,1,63,NA,NA
t0009907,2019,2,63,NA,NA
t0009907,2019,3,63,NA,NA
t0009907,2019,4,63,NA,NA
t0009907,2019,5,63,NA,NA
t0009907,2019,6,63,NA,NA
t0009907,2019,7,63,NA,NA
t0009907,2019,8,63,NA,NA
t0009907,2019,9,32,NA,NA
t0009907,2019,10,32,NA,NA
t0009907,2019,11,32,NA,NA
t0009907,2019,12,32,NA,NA
t0009907,2020,1,32,NA,NA
t0009907,2020,2,32,NA,NA
t0009907,2020,3,32,NA,NA
t0009907,2020,4,32,NA,NA
t0009907,2020,5,32,NA,NA
t0009907,2020,6,32,NA,NA
t0009907,2020,7,32,NA,NA
t0009907,2020,8,32,NA,NA
t0009907,2020,9,32,NA,NA
t0009907,2020,10,32,NA,NA
t0009907,2020,11,32,NA,NA
t0009907,2020,12,32,NA,NA
t0009907,2021,1,32,NA,NA
t0009907,2021,2,32,NA,NA
t0009908,2017,1,143,NA,NA
t0009908,2017,2,143,NA,NA
t0009908,2017,3,143,NA,NA
t0009908,2017,4,143,NA,NA
t0009908,2017,5,143,NA,NA
t0009908,2017,6,144,NA,NA
t0009908,2017,7,144,NA,NA
t0009908,2017,8,144,NA,NA
t0009908,2017,9,144,NA,NA
t0009908,2017,10,144,NA,NA
t0009908,2017,11,144,NA,NA
t0009908,2017,12,144,NA,NA
t0009908,2018,1,144,NA,NA
t0009908,2018,2,144,NA,NA
t0009908,2018,3,144,NA,NA
t0009908,2018,4,144,NA,NA
t0009908,2018,5,144,NA,NA
t0009908,2018,6,144,NA,NA
t0009908,2018,7,144,NA,NA
t0009908,2018,8,144,NA,NA
t0009908,2018,9,148,NA,NA
t0009908,2018,6,148,NA,NA
t0009908,2018,7,148,NA,NA
t0009908,2018,8,148,NA,NA
t0009908,2018,10,148,NA,NA
t0009908,2018,11,148,NA,NA
t0009908,2018,12,148,NA,NA
t0009908,2019,1,148,11,25
t0009908,2019,2,148,NA,NA
t0009908,2019,3,148,11,25
t0009908,2019,4,148,NA,NA
t0009908,2019,5,148,NA,NA
t0009908,2019,6,148,11,25
t0009908,2019,7,148,11,25
t0009908,2019,8,148,11,25
t0009908,2019,9,155,11,25
t0009908,2019,10,155,11,25
t0009908,2019,11,155,11,25
t0009908,2019,12,155,11,25
t0009908,2020,1,155,11,25
t0009908,2020,2,155,11,25
t0009908,2020,3,155,11,25
t0009908,2020,4,155,NA,NA
t0009908,2020,5,155,NA,NA
t0009908,2020,6,155,NA,NA
t0009908,2020,7,155,NA,NA
t0009908,2020,8,155,NA,NA
t0009908,2020,9,155,NA,NA
t0009908,2020,10,155,NA,NA
t0009908,2020,11,155,NA,NA
t0009908,2020,12,155,NA,NA
t0009908,2021,1,155,NA,NA
t0009908,2021,2,155,NA,NA
t0009910,2017,1,173,NA,NA
t0009910,2017,2,173,NA,NA
t0009910,2017,3,173,NA,NA
t0009910,2017,4,173,NA,NA
t0009910,2017,5,173,NA,NA
t0009910,2017,6,163,NA,NA
t0009910,2017,7,163,NA,NA
t0009910,2017,8,163,NA,NA
t0009910,2017,9,163,NA,NA
t0009910,2017,10,163,NA,NA
t0009910,2017,11,163,NA,NA
t0009910,2017,12,163,NA,NA
t0009910,2018,1,163,NA,NA
t0009910,2018,2,163,NA,NA
t0009910,2018,3,163,NA,NA
t0009910,2018,4,163,NA,NA
t0009910,2018,5,163,NA,NA
t0009910,2018,6,163,NA,NA
t0009910,2018,7,163,NA,NA
t0009910,2018,8,163,NA,NA
t0009910,2018,9,163,NA,NA
t0009910,2018,6,829,NA,NA
t0009910,2018,7,829,NA,NA
t0009910,2018,8,829,NA,NA
t0009910,2018,9,829,NA,NA
t0009910,2018,10,829,NA,NA
t0009910,2018,11,829,12,25
t0009910,2018,12,829,NA,NA
t0009910,2019,1,829,11,25
t0009910,2019,5,181,NA,NA
t0009910,2019,6,181,NA,NA
t0009910,2019,7,181,NA,NA
t0009910,2019,8,181,NA,NA
t0009910,2019,9,181,NA,NA
t0009910,2019,10,181,NA,NA
t0009910,2019,11,181,NA,NA
t0009910,2019,12,181,NA,NA
t0009910,2020,1,181,11,25
t0009910,2020,2,181,11,25
t0009910,2020,3,181,11,25
t0009910,2020,4,181,NA,NA
t0009910,2020,5,181,NA,NA
t0009910,2020,6,181,NA,NA
t0009910,2020,7,181,NA,NA
t0009910,2020,8,181,NA,NA
t0009910,2020,9,181,NA,NA
t0009910,2020,10,181,NA,NA
t0009910,2020,11,181,NA,NA
t0009910,2020,12,181,NA,NA
t0009910,2021,1,181,NA,NA
t0009910,2021,2,181,NA,NA
t0009911,2017,6,17,NA,NA
t0009911,2017,7,17,NA,NA
t0009911,2017,8,17,NA,NA
t0009911,2017,9,17,NA,NA
t0009911,2017,10,17,NA,NA
t0009911,2017,11,17,NA,NA
t0009911,2017,12,17,NA,NA
t0009911,2018,1,17,NA,NA
t0009911,2018,2,17,11,25
t0009911,2018,3,17,NA,NA
t0009911,2018,4,17,NA,NA
t0009911,2018,5,17,11,25
t0009911,2018,6,17,NA,NA
t0009911,2018,7,17,11,25
t0009911,2018,8,17,11,25
t0009911,2018,9,17,11,25
t0009911,2018,10,17,11,25
t0009911,2018,11,17,NA,NA
t0009911,2018,12,17,NA,NA
t0009911,2019,1,17,NA,NA
t0009911,2018,6,336,NA,NA
t0009911,2018,7,336,11,25
t0009911,2018,8,336,11,25
t0009911,2018,9,336,11,25
t0009911,2018,10,336,11,25
t0009911,2018,11,336,NA,NA
t0009911,2018,12,336,NA,NA
t0009911,2019,1,336,NA,NA
t0009911,2019,2,17,11,25
t0009911,2019,2,336,11,25
t0009911,2019,3,336,11,25
t0009911,2019,4,336,11,25
t0009911,2019,5,336,11,25
t0009911,2019,8,401,11,25
t0009911,2019,9,401,11,25
t0009911,2019,10,401,11,25
t0009911,2019,11,401,11,25
t0009911,2019,12,401,11,25
t0009911,2020,1,401,11,25
t0009911,2020,2,401,11,25
t0009911,2020,3,401,11,25
t0009911,2020,4,401,NA,NA
t0009911,2020,5,401,NA,NA
t0009911,2020,6,401,NA,NA
t0009911,2020,7,401,NA,NA
t0009911,2020,8,401,NA,NA
t0009911,2020,9,401,NA,NA
t0009911,2020,10,401,NA,NA
t0009911,2020,11,401,NA,NA
t0009911,2020,12,401,NA,NA
t0009911,2021,1,401,NA,NA
t0009911,2021,1,1323,NA,NA
t0009911,2021,2,401,NA,NA
t0009913,2017,5,173,NA,NA
t0009913,2017,6,173,NA,NA
t0009913,2017,7,173,NA,NA
t0009913,2017,8,173,NA,NA
t0009913,2017,9,173,29,25
t0009913,2017,10,173,NA,NA
t0009913,2017,11,173,NA,NA
t0009913,2018,5,463,NA,NA
t0009913,2018,6,463,NA,NA
t0009913,2018,10,463,NA,NA
t0009913,2018,11,463,NA,NA
t0009913,2018,12,463,NA,NA
t0009913,2019,1,463,11,25
t0009913,2019,2,463,11,25
t0009913,2019,3,463,11,25
t0009913,2019,4,463,11,25
t0009913,2019,5,463,11,25
t0009913,2019,6,463,11,25
t0009913,2019,7,463,11,25
t0009913,2019,8,463,11,25
t0009913,2019,5,404,11,25
t0009913,2019,6,404,11,25
t0009913,2019,7,222,11,25
t0009913,2019,8,222,11,25
t0009913,2020,10,236,NA,NA
t0009913,2020,11,236,NA,NA
t0009913,2020,12,236,NA,NA
t0009913,2021,1,236,NA,NA
t0009913,2021,2,236,NA,NA
t0009918,2016,11,44,NA,NA
t0009918,2016,12,44,NA,NA
t0009918,2017,1,44,NA,NA
t0009918,2017,2,44,NA,NA
t0009918,2017,3,44,NA,NA
t0009918,2017,4,44,NA,NA
t0009918,2017,5,44,NA,NA
t0009918,2017,6,44,NA,NA
t0009918,2017,7,44,NA,NA
t0009918,2017,8,44,NA,NA
t0009918,2017,9,44,NA,NA
t0009918,2017,10,44,NA,NA
t0009918,2017,11,44,NA,NA
t0009918,2017,12,44,NA,NA
t0009918,2018,1,44,NA,NA
t0009918,2018,2,44,NA,NA
t0009918,2018,3,44,NA,NA
t0009918,2018,4,44,NA,NA
t0009918,2018,5,44,11,25
t0009918,2018,6,44,NA,NA
t0009918,2018,7,44,11,25
t0009918,2018,8,44,11,25
t0009918,2018,9,21,NA,NA
t0009918,2018,4,21,NA,NA
t0009918,2018,5,21,11,25
t0009918,2018,6,21,NA,NA
t0009918,2018,7,21,11,25
t0009918,2018,8,21,11,25
t0009918,2018,10,21,NA,NA
t0009918,2018,11,21,NA,NA
t0009918,2018,12,21,NA,NA
t0009918,2019,1,21,NA,NA
t0009918,2019,2,21,NA,NA
t0009918,2019,3,21,NA,NA
t0009918,2019,4,21,NA,NA
t0009918,2019,5,21,NA,NA
t0009918,2019,4,24,NA,NA
t0009918,2019,5,24,NA,NA
t0009918,2019,6,24,11,25
t0009918,2019,7,24,11,25
t0009918,2019,8,24,11,25
t0009918,2019,9,24,11,25
t0009918,2019,10,24,11,25
t0009918,2019,11,24,11,25
t0009918,2019,12,24,11,25
t0009918,2020,1,24,NA,NA
t0009918,2020,2,24,11,25
t0009918,2020,3,24,NA,NA
t0009918,2020,4,24,NA,NA
t0009918,2020,5,24,NA,NA
t0009918,2020,6,24,NA,NA
t0009918,2020,7,24,NA,NA
t0009918,2020,8,24,NA,NA
t0009918,2020,9,24,NA,NA
t0009918,2020,10,24,NA,NA
t0009918,2020,11,24,NA,NA
t0009918,2020,12,24,NA,NA
t0009918,2021,1,24,NA,NA
t0009918,2021,2,24,NA,NA
t0009919,2017,1,142,NA,NA
t0009919,2017,2,142,NA,NA
t0009919,2017,3,142,NA,NA
t0009919,2017,4,142,NA,NA
t0009919,2017,5,142,NA,NA
t0009919,2017,6,142,NA,NA
t0009919,2017,7,142,NA,NA
t0009919,2017,8,142,NA,NA
t0009919,2017,9,146,NA,NA
t0009919,2017,10,146,NA,NA
t0009919,2017,11,146,NA,NA
t0009919,2017,12,146,NA,NA
t0009919,2018,1,146,NA,NA
t0009919,2018,2,146,NA,NA
t0009919,2018,3,146,NA,NA
t0009919,2018,4,146,NA,NA
t0009919,2018,5,146,NA,NA
t0009919,2018,6,146,NA,NA
t0009919,2018,7,146,NA,NA
t0009919,2018,8,146,NA,NA
t0009919,2018,9,145,NA,NA
t0009919,2018,10,145,NA,NA
t0009919,2018,11,145,NA,NA
t0009919,2018,12,145,NA,NA
t0009919,2019,1,145,NA,NA
t0009919,2019,2,145,NA,NA
t0009919,2019,3,145,NA,NA
t0009919,2019,4,145,NA,NA
t0009919,2019,5,145,NA,NA
t0009919,2019,6,145,NA,NA
t0009919,2019,7,145,NA,NA
t0009919,2019,8,145,NA,NA
t0009919,2019,9,145,NA,NA
t0009919,2019,10,145,11,25
t0009919,2019,11,145,11,25
t0009919,2019,12,145,11,25
t0009919,2020,1,145,11,25
t0009919,2020,2,145,NA,NA
t0009919,2020,3,145,NA,NA
t0009919,2020,4,145,NA,NA
t0009919,2020,5,145,NA,NA
t0009919,2020,6,145,NA,NA
t0009919,2020,7,145,NA,NA
t0009919,2020,8,145,NA,NA
t0009919,2020,9,145,NA,NA
t0009919,2020,10,145,NA,NA
t0009919,2020,11,145,NA,NA
t0009919,2020,12,145,NA,NA
t0009919,2021,1,145,NA,NA
t0009919,2021,2,145,NA,NA
t0009922,2017,1,132,NA,NA
t0009922,2017,2,132,NA,NA
t0009922,2017,3,132,NA,NA
t0009922,2017,4,132,NA,NA
t0009922,2017,5,132,NA,NA
t0009922,2017,6,132,NA,NA
t0009922,2017,7,132,NA,NA
t0009922,2017,8,132,NA,NA
t0009922,2017,9,133,NA,NA
t0009922,2017,10,133,NA,NA
t0009922,2017,11,133,NA,NA
t0009922,2017,12,133,NA,NA
t0009922,2018,1,133,NA,NA
t0009922,2018,2,133,11,25
t0009922,2018,3,133,NA,NA
t0009922,2018,4,133,NA,NA
t0009922,2018,5,133,11,25
t0009922,2018,6,133,NA,NA
t0009922,2018,7,133,NA,NA
t0009922,2018,8,133,NA,NA
t0009922,2018,9,137,NA,NA
t0009922,2018,10,137,NA,NA
t0009922,2018,11,137,NA,NA
t0009922,2018,12,137,NA,NA
t0009922,2019,1,137,NA,NA
t0009922,2019,2,137,NA,NA
t0009922,2019,3,137,NA,NA
t0009922,2019,4,137,NA,NA
t0009922,2019,5,137,NA,NA
t0009922,2019,6,137,NA,NA
t0009922,2019,7,137,NA,NA
t0009922,2019,8,137,NA,NA
t0009922,2019,9,137,NA,NA
t0009922,2019,10,144,11,25
t0009922,2019,11,144,11,25
t0009922,2019,12,144,11,25
t0009922,2020,1,144,11,25
t0009922,2020,2,144,11,25
t0009922,2020,3,144,11,25
t0009922,2020,4,144,NA,NA
t0009922,2020,5,144,NA,NA
t0009922,2020,6,144,NA,NA
t0009922,2020,7,144,NA,NA
t0009922,2020,8,144,NA,NA
t0009922,2020,9,144,NA,NA
t0009922,2020,10,144,NA,NA
t0009922,2020,11,144,NA,NA
t0009922,2020,12,144,NA,NA
t0009922,2021,1,144,NA,NA
t0009922,2021,2,144,NA,NA
t0009924,2017,1,321,NA,NA
t0009924,2017,2,321,13,25
t0009924,2017,3,321,13,25
t0009924,2017,4,321,NA,NA
t0009924,2017,5,321,NA,NA
t0009924,2017,6,829,NA,NA
t0009924,2017,7,829,NA,NA
t0009924,2017,8,829,16,25
t0009924,2017,9,829,NA,NA
t0009924,2017,10,829,NA,NA
t0009924,2017,7,334,NA,NA
t0009924,2017,8,334,16,25
t0009924,2017,9,334,NA,NA
t0009924,2017,10,334,NA,NA
t0009924,2017,11,829,NA,NA
t0009924,2017,11,334,NA,NA
t0009924,2017,12,334,NA,NA
t0009924,2018,1,334,NA,NA
t0009924,2018,2,334,11,25
t0009924,2018,3,334,NA,NA
t0009924,2018,4,334,NA,NA
t0009924,2018,5,334,NA,NA
t0009924,2018,6,334,NA,NA
t0009924,2018,7,334,11,25
t0009924,2018,8,334,11,25
t0009924,2018,9,334,11,25
t0009924,2018,10,334,11,25
t0009924,2018,6,349,NA,NA
t0009924,2018,7,349,11,25
t0009924,2018,8,349,11,25
t0009924,2018,9,349,11,25
t0009924,2018,10,349,11,25
t0009924,2018,11,349,NA,NA
t0009924,2018,12,349,NA,NA
t0009924,2019,1,349,11,25
t0009924,2019,2,349,11,25
t0009924,2019,3,349,11,25
t0009924,2019,4,349,11,25
t0009924,2019,5,349,NA,NA
t0009924,2019,6,349,11,25
t0009924,2019,7,349,11,25
t0009924,2019,8,349,11,25
t0009924,2019,9,180,11,25
t0009924,2019,10,180,NA,NA
t0009924,2019,11,180,NA,NA
t0009924,2019,12,180,NA,NA
t0009924,2020,1,180,11,25
t0009924,2020,2,180,NA,NA
t0009924,2020,3,180,NA,NA
t0009924,2020,4,180,NA,NA
t0009924,2020,5,180,NA,NA
t0009924,2020,6,180,NA,NA
t0009924,2020,7,180,NA,NA
t0009924,2020,8,180,NA,NA
t0009924,2020,9,180,NA,NA
t0009924,2020,10,180,NA,NA
t0009924,2020,11,180,NA,NA
t0009924,2020,12,180,NA,NA
t0009924,2021,1,180,NA,NA
t0009924,2021,2,180,NA,NA
t0009926,2017,1,96,11,25
t0009926,2017,2,96,NA,NA
t0009926,2017,3,96,NA,NA
t0009926,2017,4,96,NA,NA
t0009926,2017,5,96,NA,NA
t0009926,2017,6,100,NA,NA
t0009926,2017,7,100,NA,NA
t0009926,2017,8,100,NA,NA
t0009926,2017,9,100,NA,NA
t0009926,2017,10,100,NA,NA
t0009926,2017,11,100,NA,NA
t0009926,2017,12,100,NA,NA
t0009926,2018,1,100,NA,NA
t0009926,2018,2,100,NA,NA
t0009926,2018,3,100,NA,NA
t0009926,2018,4,100,NA,NA
t0009926,2018,5,100,NA,NA
t0009926,2018,6,100,NA,NA
t0009926,2018,7,100,11,25
t0009926,2018,8,100,11,25
t0009926,2018,9,100,11,25
t0009926,2018,10,100,NA,NA
t0009926,2018,6,727,NA,NA
t0009926,2018,7,727,11,25
t0009926,2018,8,727,11,25
t0009926,2018,9,727,11,25
t0009926,2018,10,727,NA,NA
t0009926,2018,11,727,NA,NA
t0009926,2018,12,727,NA,NA
t0009926,2018,12,104,NA,NA
t0009926,2019,1,104,11,25
t0009926,2019,10,94,11,25
t0009926,2019,11,94,11,25
t0009926,2019,12,94,11,25
t0009926,2020,1,94,11,25
t0009926,2020,2,94,11,25
t0009926,2020,3,94,11,25
t0009926,2020,4,94,NA,NA
t0009926,2020,5,94,NA,NA
t0009926,2020,6,94,NA,NA
t0009926,2020,7,94,NA,NA
t0009926,2020,8,94,NA,NA
t0009926,2020,9,94,NA,NA
t0009926,2020,10,94,NA,NA
t0009926,2020,11,94,NA,NA
t0009926,2020,12,94,NA,NA
t0009926,2021,1,94,NA,NA
t0009926,2021,2,94,NA,NA
t0009930,2017,1,144,NA,NA
t0009930,2017,2,144,NA,NA
t0009930,2017,3,144,NA,NA
t0009930,2017,4,144,NA,NA
t0009930,2017,5,144,NA,NA
t0009930,2017,6,144,NA,NA
t0009930,2017,7,144,NA,NA
t0009930,2017,8,144,NA,NA
t0009930,2017,9,144,NA,NA
t0009930,2017,10,144,NA,NA
t0009930,2017,11,144,NA,NA
t0009930,2017,12,144,NA,NA
t0009930,2018,1,144,NA,NA
t0009930,2018,2,144,11,25
t0009930,2018,3,144,NA,NA
t0009930,2018,4,144,NA,NA
t0009930,2018,5,144,11,25
t0009930,2018,6,144,NA,NA
t0009930,2018,7,144,NA,NA
t0009930,2018,8,144,NA,NA
t0009930,2018,9,144,11,25
t0009930,2018,10,144,NA,NA
t0009930,2018,11,144,NA,NA
t0009930,2018,12,144,NA,NA
t0009930,2019,1,144,11,25
t0009930,2019,2,144,11,25
t0009930,2019,3,144,11,25
t0009930,2019,4,144,NA,NA
t0009930,2019,5,144,NA,NA
t0009930,2019,6,144,NA,NA
t0009930,2019,7,144,NA,NA
t0009930,2019,8,144,NA,NA
t0009930,2019,9,144,NA,NA
t0009930,2019,10,144,NA,NA
t0009930,2019,11,149,11,25
t0009930,2019,12,149,11,25
t0009930,2020,1,149,NA,NA
t0009930,2020,2,149,11,25
t0009930,2020,3,149,11,25
t0009930,2020,4,149,NA,NA
t0009930,2020,5,149,NA,NA
t0009930,2020,6,149,NA,NA
t0009930,2020,7,149,NA,NA
t0009930,2020,8,149,NA,NA
t0009930,2020,9,149,NA,NA
t0009930,2020,10,149,NA,NA
t0009930,2020,11,149,NA,NA
t0009930,2020,12,149,NA,NA
t0009930,2021,1,149,NA,NA
t0009930,2021,2,149,NA,NA
t0009932,2017,1,199,NA,NA
t0009932,2017,2,121,NA,NA
t0009932,2017,3,121,NA,NA
t0009932,2017,4,121,NA,NA
t0009932,2017,5,121,NA,NA
t0009932,2017,6,121,NA,NA
t0009932,2017,7,121,NA,NA
t0009932,2017,8,121,NA,NA
t0009932,2017,9,121,NA,NA
t0009932,2017,10,121,NA,NA
t0009932,2017,11,121,NA,NA
t0009932,2017,12,121,NA,NA
t0009932,2018,1,121,NA,NA
t0009932,2018,2,121,NA,NA
t0009932,2018,3,121,NA,NA
t0009932,2018,4,121,NA,NA
t0009932,2018,5,121,NA,NA
t0009932,2018,6,121,NA,NA
t0009932,2018,2,125,NA,NA
t0009932,2018,3,125,NA,NA
t0009932,2018,4,125,NA,NA
t0009932,2018,5,125,NA,NA
t0009932,2018,6,125,NA,NA
t0009932,2018,7,103,NA,NA
t0009932,2018,8,103,NA,NA
t0009932,2018,9,103,NA,NA
t0009932,2018,10,103,NA,NA
t0009932,2018,11,103,NA,NA
t0009932,2018,12,103,NA,NA
t0009932,2019,1,103,11,25
t0009932,2019,2,103,NA,NA
t0009932,2019,3,103,11,25
t0009932,2019,4,103,NA,NA
t0009932,2019,5,103,NA,NA
t0009932,2019,6,103,NA,NA
t0009932,2019,7,120,NA,NA
t0009932,2019,8,120,NA,NA
t0009932,2019,9,120,NA,NA
t0009932,2019,10,120,NA,NA
t0009932,2019,11,120,NA,NA
t0009932,2019,12,120,NA,NA
t0009932,2020,1,120,NA,NA
t0009932,2020,2,147,NA,NA
t0009932,2020,3,147,NA,NA
t0009932,2020,4,147,NA,NA
t0009932,2020,5,147,NA,NA
t0009932,2020,6,147,NA,NA
t0009932,2020,7,147,NA,NA
t0009932,2020,8,147,NA,NA
t0009932,2020,9,147,NA,NA
t0009932,2020,10,147,NA,NA
t0009932,2020,11,147,NA,NA
t0009932,2020,12,147,NA,NA
t0009932,2021,1,147,NA,NA
t0009932,2021,2,147,NA,NA
t0009934,2020,3,60,11,25
t0009934,2020,4,60,NA,NA
t0009934,2020,5,60,NA,NA
t0009934,2020,6,60,NA,NA
t0009934,2020,7,60,NA,NA
t0009934,2020,8,60,NA,NA
t0009934,2020,9,60,NA,NA
t0009934,2020,10,60,NA,NA
t0009934,2020,11,60,NA,NA
t0009934,2020,12,60,NA,NA
t0009934,2021,1,60,NA,NA
t0009934,2021,2,60,NA,NA
t0009935,2017,1,172,NA,NA
t0009935,2017,2,172,NA,NA
t0009935,2017,3,172,NA,NA
t0009935,2017,4,172,NA,NA
t0009935,2017,5,172,NA,NA
t0009935,2017,6,172,NA,NA
t0009935,2017,7,172,NA,NA
t0009935,2017,8,172,NA,NA
t0009935,2017,9,172,NA,NA
t0009935,2017,10,172,NA,NA
t0009935,2017,11,172,NA,NA
t0009935,2017,12,172,NA,NA
t0009935,2018,1,172,NA,NA
t0009935,2017,10,155,NA,NA
t0009935,2017,11,155,NA,NA
t0009935,2017,12,155,NA,NA
t0009935,2018,1,155,NA,NA
t0009935,2018,2,155,NA,NA
t0009935,2018,3,155,NA,NA
t0009935,2018,4,155,NA,NA
t0009935,2018,5,155,NA,NA
t0009935,2018,6,155,NA,NA
t0009935,2018,7,155,NA,NA
t0009935,2018,8,155,NA,NA
t0009935,2018,9,155,NA,NA
t0009935,2018,10,5,NA,NA
t0009935,2018,10,160,NA,NA
t0009935,2018,11,160,NA,NA
t0009935,2018,12,160,NA,NA
t0009935,2019,1,160,NA,NA
t0009935,2019,2,160,NA,NA
t0009935,2019,3,160,NA,NA
t0009935,2019,4,160,NA,NA
t0009935,2019,5,160,NA,NA
t0009935,2019,6,160,NA,NA
t0009935,2019,7,160,NA,NA
t0009935,2019,8,172,11,25
t0009935,2019,9,172,11,25
t0009935,2019,10,172,11,25
t0009935,2019,10,166,11,25
t0009935,2019,11,166,11,25
t0009935,2019,12,166,11,25
t0009935,2020,1,166,11,25
t0009935,2020,2,166,11,25
t0009935,2020,3,166,11,25
t0009935,2020,4,166,NA,NA
t0009935,2020,5,166,NA,NA
t0009935,2020,6,166,NA,NA
t0009935,2020,7,166,NA,NA
t0009935,2020,8,166,NA,NA
t0009935,2020,9,166,NA,NA
t0009935,2020,10,166,NA,NA
t0009935,2020,11,166,NA,NA
t0009935,2020,12,166,NA,NA
t0009935,2021,1,166,NA,NA
t0009935,2021,2,166,NA,NA
t0009936,2017,1,221,NA,NA
t0009936,2017,2,221,NA,NA
t0009936,2017,3,221,13,25
t0009936,2017,4,221,11,25
t0009936,2017,5,221,NA,NA
t0009936,2017,6,221,NA,NA
t0009936,2017,7,221,NA,NA
t0009936,2017,8,221,NA,NA
t0009936,2017,9,221,NA,NA
t0009936,2017,10,221,NA,NA
t0009936,2017,7,83,NA,NA
t0009936,2017,8,83,NA,NA
t0009936,2017,9,83,NA,NA
t0009936,2017,10,83,NA,NA
t0009936,2017,11,221,NA,NA
t0009936,2017,11,83,NA,NA
t0009936,2017,12,83,NA,NA
t0009936,2018,1,83,NA,NA
t0009936,2018,2,83,NA,NA
t0009936,2018,3,83,NA,NA
t0009936,2018,4,83,NA,NA
t0009936,2018,5,83,NA,NA
t0009936,2018,6,83,NA,NA
t0009936,2018,7,83,NA,NA
t0009936,2018,8,83,NA,NA
t0009936,2018,9,83,NA,NA
t0009936,2018,10,83,NA,NA
t0009936,2018,11,83,NA,NA
t0009936,2018,12,83,NA,NA
t0009936,2018,10,99,NA,NA
t0009936,2018,11,99,NA,NA
t0009936,2018,12,99,NA,NA
t0009936,2019,1,99,11,25
t0009936,2019,2,99,NA,NA
t0009936,2019,3,99,11,25
t0009936,2019,4,99,NA,NA
t0009936,2019,5,99,NA,NA
t0009936,2019,6,99,NA,NA
t0009936,2019,7,99,NA,NA
t0009936,2019,8,99,NA,NA
t0009936,2019,9,99,NA,NA
t0009936,2019,10,99,NA,NA
t0009936,2019,11,106,NA,NA
t0009936,2019,12,106,NA,NA
t0009936,2020,1,106,NA,NA
t0009936,2020,2,106,NA,NA
