tid,age,sex,n_hh,n_dep,n_br,income,rent,n_total,n_late,name,late_duration,late_amount,prop
t0010075,49,M,1,0,2,9020,155,56,26,Brewster,5,176,0.4232253996376239
t0038391,30,F,3,2,>=3,21272,450,19,0,Brewster,0,0,0.04732796593198868
t0011979,35,F,3,2,>=3,0,-32,18,3,Brewster,12,261,0.16700972059210334
t0017988,54,M,2,1,2,9164,158,34,0,Brewster,0,0,0.02819917457430432
t0009987,51,F,3,1,>=3,70658,0,62,31,Brewster,7,808.777777777778,0.45848802549904333
t0009986,77,F,2,1,>=3,28381,628,58,10,Brewster,5,281.5,0.15970580857044542
t0008532,70,F,2,0,2,6614,94,59,13,Brewster,8,427.5,0.20190172176831792
t0012713,28,F,3,2,2,0,-21,3,3,Brewster,0,0,0.5991186505518336
t0016458,42,F,2,1,2,13676,271,56,11,Brewster,17,500,0.18079355215136356
t0010909,36,F,3,2,>=3,1656,36,61,1,Brewster,0,0,0.02860042424626875
t0009980,57,F,1,0,>=3,10428,179,41,6,Brewster,0,0,0.13933609069427438
t0009974,61,F,2,1,2,27102,607,56,1,Brewster,0,187.51,0.031022170787038672
t0010132,55,M,1,0,2,13868,276,52,17,Brewster,4,46,0.2966109651924962
t0017683,31,F,2,1,2,0,-21,1,0,Brewster,12.5,45,0.2522266996046326
t0009961,48,F,2,0,>=3,161,-32,22,12,Brewster,7,605.928571428571,0.4725183452788231
t0014828,48,F,1,0,2,9164,158,59,5,Brewster,6,158,0.08440518988228063
t0015269,56,M,1,0,2,8780,149,85,31,Brewster,18,142,0.33625295871730976
t0012561,49,F,1,0,2,745,-21,23,10,Brewster,5,65,0.3799435167976043
t0009969,59,M,1,0,>=3,13251,249,51,10,Brewster,5,173.333333333333,0.18061917274036693
t0012522,46,F,3,2,>=3,18318,376,60,17,Brewster,16,316.2,0.2583548073270931
t0014321,32,F,3,2,2,11180,209,60,0,Brewster,0,0,0.016580468772516142
t0012494,32,F,2,1,2,0,-21,32,3,Brewster,0,0,0.1000123626397513
t0012172,39,F,> 3,1,>=3,11332,201,3,0,Brewster,0,0,0.17054722198040495
t0037135,37,F,3,2,>=3,28043,619,5,0,Brewster,0,0,0.12875149792131557
t0009938,65,F,1,0,>=3,22968,492,57,7,Brewster,0,0,0.11691404920262655
t0010026,43,F,> 3,2,>=3,13733,261,60,19,Brewster,8,1389,0.28853830285860377
t0018239,42,F,3,2,>=3,6956,92,24,6,Brewster,9.5,92,0.22813075384734532
t0009895,52,M,1,0,>=3,0,-32,40,4,Brewster,4.5,95,0.10146859133119246
t0009955,72,F,1,0,2,9260,161,51,3,Brewster,4,163.666666666667,0.06476332765157794
t0009962,56,F,1,0,2,9020,155,29,8,Brewster,0,0,0.24907074764249076
t0010121,38,F,1,0,>=3,24960,542,54,14,Brewster,12,377,0.23627822185394448
t0010039,53,M,1,0,2,37441,0,50,1,Brewster,7,67,0.03453082542290144
t0010028,41,F,2,1,>=3,25844,564,44,12,Brewster,3,158,0.24741628971341886
t0010160,40,F,2,0,>=3,0,-32,6,3,Brewster,8,240,0.393353806547119
t0009930,59,F,1,0,>=3,9228,149,50,10,Brewster,11,103,0.184062958817958
t0010040,49,F,1,0,2,13643,270,56,1,Brewster,0,0,0.031022170787038672
t0015944,49,F,3,1,>=3,2040,-31,22,1,Brewster,0,0,0.07312360483198435
t0010115,73,F,1,0,2,9260,161,52,3,Brewster,0,0,0.06358392231755984
t0010050,83,F,2,0,>=3,49783,0,55,16,Brewster,3,738.153846153846,0.2646527184639436
t0010097,43,F,3,2,>=3,4198,23,15,2,Brewster,20,48,0.14744211895968531
t0017536,23,F,3,2,>=3,3913,98,21,0,Brewster,0,0,0.043403103551475544
t0010067,62,F,1,0,>=3,15740,312,53,3,Brewster,0,0,0.06244670865214017
t0009942,51,F,1,0,2,27182,609,23,8,Brewster,7,353,0.3076867359901
t0010064,55,F,1,0,2,0,-21,32,0,Brewster,0,0,0.02980562515319523
t0009959,52,F,1,0,>=3,9404,153,61,2,Brewster,0,0,0.041433639530552874
t0015924,42,F,3,2,>=3,23220,499,57,19,Brewster,13.5,152.5,0.30323052572411985
t0009976,43,F,3,0,>=3,46117,0,41,14,Brewster,5,187.166666666667,0.30742558744052084
t0009940,36,M,1,0,2,18683,396,69,24,Brewster,3.5,363.166666666667,0.31836134867063953
t0017645,42,F,1,0,>=3,8884,140,26,7,Brewster,9,96.3333333333333,0.24356813877039843
t0046807,22,F,3,2,>=3,0,50,6,0,Brewster,0,0,0.1146830452376952
t0009934,65,F,1,0,>=3,5672,60,12,1,Brewster,0,0,0.12168457593883178
t0010041,65,F,1,0,2,9860,176,55,6,Brewster,0,0,0.10553055941823565
t0010046,63,F,1,0,>=3,9620,159,77,13,Brewster,1,145,0.15607362888865325
t0009073,43,F,2,1,>=3,22884,490,44,9,Brewster,2.5,96.5,0.18824901480751563
t0010081,76,F,2,1,2,18200,384,52,1,Brewster,0,0,0.03327629677328624
t0010073,42,F,> 3,2,>=3,10174,172,20,8,Brewster,0,0,0.34878968693378737
t0012735,26,F,2,1,2,12196,234,18,5,Brewster,1,100,0.2512032309722754
t0009945,54,F,1,0,2,16988,354,54,7,Brewster,0,0,0.12310583267116294
t0017882,40,F,2,1,2,18327,387,34,3,Brewster,6,6,0.09459255849264073
t0018422,45,F,2,1,2,7710,122,33,10,Brewster,9,132.6,0.27241643193634735
t0010445,78,F,2,0,2,23528,517,8,0,Brewster,0,0,0.0941031230639715
t0014706,25,F,2,1,2,4356,38,41,16,Brewster,0,0,0.35074223320154424
t0010076,53,F,1,0,>=3,9020,144,54,10,Brewster,1,97,0.17102064362238864
t0010133,66,F,2,1,2,18056,381,53,3,Brewster,0,0,0.06244670865214017
t0009908,50,F,1,0,2,9020,155,53,12,Brewster,15,197,0.20715828237084208
t0010062,62,F,2,0,2,9260,161,55,5,Brewster,1,155,0.09024866532269729
t0018322,30,F,2,1,2,7568,118,39,9,Brewster,0,0,0.21093486757580632
t0010100,50,F,3,0,>=3,9020,144,31,4,Brewster,3.5,156.5,0.12846029711348567
t0015673,33,F,3,2,>=3,7524,106,70,21,Brewster,6,210.75,0.2745216620670874
t0037325,57,F,2,0,2,12356,238,24,6,Brewster,5.5,216.5,0.22813075384734532
t0015021,42,F,1,0,2,8084,131,55,20,Brewster,11,106.666666666667,0.33041846684495224
t0009965,43,M,1,0,2,25630,570,54,6,Brewster,3,318.166666666667,0.10739143341424384
t0010055,47,M,1,0,>=3,8084,120,77,34,Brewster,5,184.777777777778,0.4072048165045607
t0009937,32,F,2,1,2,28790,649,51,24,Brewster,6,601,0.4273208808431466
t0010066,48,F,1,0,>=3,0,-32,16,1,Brewster,0,0,0.09614631212825553
t0009943,57,F,1,0,>=3,11168,197,58,7,Brewster,0,0,0.11498630902280135
t0010116,68,F,1,0,>=3,9020,144,57,8,Brewster,5,139.333333333333,0.13196272912387333
t0015300,57,F,> 3,1,>=3,7844,114,54,6,Brewster,0,0,0.10739143341424384
t0010049,49,F,2,0,>=3,12848,239,56,12,Brewster,1.5,256.75,0.19650420734882984
t0016008,39,F,2,0,2,27256,610,56,2,Brewster,0,0,0.04494603315214528
t0038949,54,F,1,0,2,6750,98,14,0,Brewster,0,0,0.06114890739288283
t0010027,51,F,2,1,>=3,35511,0,60,24,Brewster,5,596.666666666667,0.3648420370875871
t0013244,64,M,1,0,2,8924,152,57,0,Brewster,0,0,0.01740811511569111
t0010010,45,M,1,0,2,31332,712,8,0,Brewster,0,0,0.0941031230639715
t0012491,38,F,2,1,2,8792,149,56,1,Brewster,0,0,0.031022170787038672
t0015936,36,F,2,1,>=3,5261,49,40,11,Brewster,4,499.1225,0.24906192941558475
t0010091,66,F,1,0,2,8409,139,56,1,Brewster,0,0,0.031022170787038672
t0009905,38,F,3,1,2,27085,677,55,11,Brewster,6,529.2,0.18394346303800163
t0009922,63,F,2,0,>=3,9020,144,50,8,Brewster,14.5,133,0.14953095591278018
t0009932,57,F,2,0,>=3,9164,147,55,2,Brewster,0,125,0.04572120530566911
t0011713,56,F,2,1,2,7844,125,67,17,Brewster,6,147.833333333333,0.23216787045850285
t0010011,68,F,1,0,2,9446,165,56,13,Brewster,1,227,0.21229487671086772
t0009913,41,F,2,1,2,12260,236,29,13,Brewster,12,270.188333333333,0.3960817505780392
t0010007,63,F,2,0,>=3,27406,603,54,6,Brewster,8,37,0.10739143341424384
t0010136,41,F,2,1,2,10208,184,54,6,Brewster,0,0,0.10739143341424384
t0009958,48,F,2,1,>=3,34500,781,59,12,Brewster,10,389.5,0.18689360917003925
t0010058,78,F,2,0,>=3,9092,145,50,7,Brewster,9,390,0.13245988416773902
t0011394,47,F,2,0,>=3,13059,244,15,1,Brewster,1,158.13,0.10147051587515188
t0009990,37,F,3,2,>=3,0,-32,5,2,Brewster,3,105,0.33272556062479325
t0008439,76,F,> 3,0,>=3,8768,137,58,13,Brewster,1.5,134.5,0.20525100292138762
t0013060,37,F,3,2,>=3,4458,30,56,14,Brewster,13,380.375,0.22816009905246926
t0010059,53,F,2,0,2,9020,155,51,7,Brewster,11.5,158.5,0.12999051470157721
t0013931,31,F,2,1,2,7124,107,39,18,Brewster,4,133.555555555556,0.41381223655228266
t0009891,45,F,> 3,0,>=3,87325,0,62,24,Brewster,6.5,479.2075,0.3533720923554533
t0010051,61,F,1,0,>=3,27903,616,61,12,Brewster,6,525.5,0.18099285349633532
t0010037,21,F,1,0,2,0,-21,38,8,Brewster,3.5,89.5,0.19376741459621485
t0010147,38,F,2,1,2,22781,498,63,17,Brewster,1.5,125,0.24644049289132836
t0009964,55,F,1,0,>=3,1644,-32,29,5,Brewster,8.5,492.5,0.16412133357008094
t0010141,80,M,2,0,>=3,18260,375,55,2,Brewster,0,0,0.04572120530566911
t0037321,40,M,2,1,2,8540,142,21,0,Brewster,0,0,0.043403103551475544
t0009981,25,M,1,0,2,2040,-20,36,4,Brewster,0,0,0.11191969211398575
t0015617,29,F,3,2,2,0,-21,23,0,Brewster,0,0,0.04007910031445081
t0010088,57,M,1,0,2,9020,155,55,6,Brewster,11,126.485,0.10553055941823565
